question_name,question_id,version,tool_id,category,type,dimension_id,response_metric_id,max_score,weightage,question_benchmark,response_metric_benchmark,option_ids,option_labels,question_context,question_description,template_url,created_by,creation_date,last_modified_by,last_modified_date
NULL,Q-308,v1.0,LIF-001,LIF,Multi-choice,29,RM-007,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",NULL,We drive the development or market leading technologies and/or capabilities,template.html,NULL,2010-05-18 14:01:00,NULL,2010-05-18 14:01:00
NULL,Q-309,v1.0,LIF-001,LIF,Multi-choice,29,RM-007,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",NULL,We allocate resources optimally to ensure the delivery of our business's strategic priorities,template.html,NULL,2010-05-18 14:01:00,NULL,2010-05-18 14:01:00
NULL,Q-310,v1.0,LIF-001,LIF,Multi-choice,30,RM-007,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",How confident are you that we exhibit the following leadership capabilities?,"We see the whole system: big picture and detail, short and long-term ",template.html,NULL,2010-05-18 14:03:00,NULL,2010-05-18 14:03:00
NULL,Q-311,v1.0,LIF-001,LIF,Multi-choice,30,RM-007,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",NULL,We identify opportunities and challenges where we will need to lead others through change to overcome resistance  ,template.html,NULL,2010-05-18 14:05:00,NULL,2010-05-18 14:05:00
NULL,Q-312,v1.0,LIF-001,LIF,Multi-choice,30,RM-007,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",NULL,We decide on whether and how to respond to complex opportunities and challenges,template.html,NULL,2010-05-18 14:05:00,NULL,2010-05-18 14:05:00
NULL,Q-313,v1.0,LIF-001,LIF,Multi-choice,30,RM-007,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",NULL,We consider the impact on all stakeholders in our decision making,template.html,NULL,2010-05-18 14:05:00,NULL,2010-05-18 14:05:00
NULL,Q-314,v1.0,LIF-001,LIF,Multi-choice,30,RM-007,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",NULL,We work effectively in complexity and ambiguity to find the best solution for all stakeholders (VUCA),template.html,NULL,2010-05-18 14:05:00,NULL,2010-05-18 14:05:00
NULL,Q-315,v1.0,LIF-001,LIF,Multi-choice,31,RM-007,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",How confident are you that we exhibit the following leadership capabilities?,We communicate a clear message around our companies' values,template.html,NULL,2010-05-18 14:05:00,NULL,2010-05-18 14:05:00
NULL,Q-316,v1.0,LIF-001,LIF,Multi-choice,31,RM-007,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",NULL,We role model the business values in all our behaviours,template.html,NULL,2010-05-18 14:05:00,NULL,2010-05-18 14:05:00
NULL,Q-317,v1.0,LIF-001,LIF,Multi-choice,31,RM-007,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",NULL,We nurture a diverse and inclusive working environment,template.html,NULL,2010-05-18 14:05:00,NULL,2010-05-18 14:05:00
NULL,Q-318,v1.0,LIF-001,LIF,Multi-choice,31,RM-007,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",NULL,We support individuals and teams through change and transition,template.html,NULL,2010-05-18 14:05:00,NULL,2010-05-18 14:05:00
NULL,Q-319,v1.0,LIF-001,LIF,Multi-choice,31,RM-007,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",NULL,We play a leading role in the teams that we are each part of across the business,template.html,NULL,2010-05-18 14:05:00,NULL,2010-05-18 14:05:00
NULL,Q-400,v1.0,AM-001,AM,Multi-choice,36,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",Do we?,Ensure that our employees’s jobs are challenging?,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-401,v1.0,AM-001,AM,Multi-choice,36,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Set clear goals and accountabilities?,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-402,v1.0,AM-001,AM,Multi-choice,36,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Ensure clear goal purpose and meaning for all roles?,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-403,v1.0,AM-001,AM,Multi-choice,36,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Ensure that when roles change we help to build clarity about the new roles?,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-404,v1.0,AM-001,AM,Multi-choice,37,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",Do we?,Listen to our employees?,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-405,v1.0,AM-001,AM,Multi-choice,37,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Help our employees to develop?,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-406,v1.0,AM-001,AM,Multi-choice,37,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Make time for our employees?,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-407,v1.0,AM-001,AM,Multi-choice,37,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Ensure that we give regular feedback?,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-408,v1.0,AM-001,AM,Multi-choice,38,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",Do we?,Instill confidence that our employees can achieve their goals?,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-409,v1.0,AM-001,AM,Multi-choice,38,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Ensure that our employees feel respected?,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-410,v1.0,AM-001,AM,Multi-choice,38,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Give everyone the opportunity to perform?,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-411,v1.0,AM-001,AM,Multi-choice,38,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Allow everyone to have control over the work they do?,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-412,v1.0,AM-001,AM,Multi-choice,39,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",Do we?,Help our employees feel good about our purpose,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-413,v1.0,AM-001,AM,Multi-choice,39,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Help our employees understand strategy?,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-414,v1.0,AM-001,AM,Multi-choice,39,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Help our employees understand our products and services,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-415,v1.0,AM-001,AM,Multi-choice,39,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Help our employees 'want to do their jobs?',template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-500,v1.0,CB-001,CB,Multi-choice,44,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",To what extent do you see the following behaviours/characteristics within your organisation?,A strong/several strong leaders who dominate the decision making ,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-501,v1.0,CB-001,CB,Multi-choice,44,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Decisions are made in the absence of strong rules / only when the strong individual allows it,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-502,v1.0,CB-001,CB,Multi-choice,44,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Employees try as hard as they can to 'get close to the action',template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-503,v1.0,CB-001,CB,Multi-choice,44,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,People are sometimes seen to be 'not important',template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-504,v1.0,CB-001,CB,Multi-choice,45,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",To what extent do you see the following behaviours/characteristics within your organisation?,Functions stick rigidly to their own rules when making decisions / creating policy,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-505,v1.0,CB-001,CB,Multi-choice,45,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Functions work is seen as 'correct' and effective,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-506,v1.0,CB-001,CB,Multi-choice,45,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Common use of processes and policies are usually applied,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-507,v1.0,CB-001,CB,Multi-choice,45,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Conscious lack of flexibility and discussion ,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-508,v1.0,CB-001,CB,Multi-choice,46,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",To what extent do you see the following behaviours/characteristics within your organisation?,Management attempts to resolve issues by utilising their own expertise,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-509,v1.0,CB-001,CB,Multi-choice,46,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Employees work well together in small loose-hard work units (e.g. agile/scrums).,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-510,v1.0,CB-001,CB,Multi-choice,46,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Results are considered first and procedures are applied later,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-511,v1.0,CB-001,CB,Multi-choice,46,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,"Career success is iusually granted to those who demonstrate dedication, expertise and success ",template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-512,v1.0,CB-001,CB,Multi-choice,47,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",To what extent do you see the following behaviours/characteristics within your organisation?,People are seen to be more important than the Organisation and growth of the Organisation is not critical,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-513,v1.0,CB-001,CB,Multi-choice,47,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,The manager is given equal status to the employee ,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-514,v1.0,CB-001,CB,Multi-choice,47,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,There are few rules and procedures,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-515,v1.0,CB-001,CB,Multi-choice,47,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Not at all, To some extent, Quite a lot, To a significant extent, Don\'t know",,Leadership must happen naturally - there is no hierarchy,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-600,v1.0,SD-001,SDD,Multi-choice,51,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know","Relative to others, where should our capabilities be positioned?",Creates new products quicker than our competitors,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-601,v1.0,SD-001,SDD,Multi-choice,51,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",,Presents a diverse and relevant product portfolio,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-602,v1.0,SD-001,SDD,Multi-choice,51,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",,Delivers leading edge products,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-603,v1.0,SD-001,SDD,Multi-choice,51,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",,Innovates in product development,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-604,v1.0,SD-001,SDD,Multi-choice,51,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",To what extent do you see the following behaviours/characteristics within your organisation?,"Bundles products, is solution oriented",template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-605,v1.0,SD-001,SDD,Multi-choice,52,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know","Relative to others, where should our capabilities be positioned?",Delivers highly efficient  / low cost production,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-606,v1.0,SD-001,SDD,Multi-choice,52,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",,Ensures quality standards and excellence in it's chosen field,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-607,v1.0,SD-001,SDD,Multi-choice,52,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",,Builds repeatable high quality methodologies,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-608,v1.0,SD-001,SDD,Multi-choice,52,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",To what extent do you see the following behaviours/characteristics within your organisation?,Seeks to apply continuous improvement processes,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-609,v1.0,SD-001,SDD,Multi-choice,52,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",,Strives for operational excellence,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-610,v1.0,SD-001,SDD,Multi-choice,53,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know","Relative to others, where should our capabilities be positioned?",Builds long-term relationships with customers,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-611,v1.0,SD-001,SDD,Multi-choice,53,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",,Achieves great levels of customer feedback and satisfaction,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-612,v1.0,SD-001,SDD,Multi-choice,53,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",To what extent do you see the following behaviours/characteristics within your organisation?,Utilises multiple distribution channnels,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-613,v1.0,SD-001,SDD,Multi-choice,53,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",,Develops tailored products / solutions based on customer need,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-614,v1.0,SD-001,SDD,Multi-choice,53,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",To what extent do you see the following behaviours/characteristics within your organisation?,Creates effective alliances / partnerships with other organisations ,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-615,v1.0,SD-001,SDD,Multi-choice,54,RM-008,4,NULL,NULL,0,"1,2,3,4,5","Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",,Leadership must happen naturally - there is no hierarchy,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-700,v1.0,BEF-001,BEF,Multi-choice,72,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",How confident are you that our Board exhibits the following capabilities?,Whole system perspective,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-701,v1.0,BEF-001,BEF,Multi-choice,72,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",,Whole system leadership: one voice,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-702,v1.0,BEF-001,BEF,Multi-choice,72,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",,Clear on shared outcomes and system impact,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-703,v1.0,BEF-001,BEF,Multi-choice,72,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",,Clear on boundaries/areas of collaboration,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-704,v1.0,BEF-001,BEF,Multi-choice,72,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know", ,Right level of information and questions,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-705,v1.0,BEF-001,BEF,Multi-choice,56,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",How confident are you that our Board exhibits the following capabilities?,"Clear on purpose, strategy, goals, vision of success",template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-706,v1.0,BEF-001,BEF,Multi-choice,56,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",,Clear on priority actions,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-707,v1.0,BEF-001,BEF,Multi-choice,56,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",,Clear on optimal allocation of resources ,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-708,v1.0,BEF-001,BEF,Multi-choice,56,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know", ,Collective leadership and improvement behaviours,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-709,v1.0,BEF-001,BEF,Multi-choice,56,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",,Robust strategic comms and engagement,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-710,v1.0,BEF-001,BEF,Multi-choice,57,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",How confident are you that our Board exhibits the following capabilities?,Role models for Compassionate & Inclusive Leadership,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-711,v1.0,BEF-001,BEF,Multi-choice,57,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",,Clear on leadership outcomes and impact ,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-712,v1.0,BEF-001,BEF,Multi-choice,57,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know", ,Sustainable improvement & innovation capability ,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-713,v1.0,BEF-001,BEF,Multi-choice,57,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",,Appropriate Exec performance management,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-714,v1.0,BEF-001,BEF,Multi-choice,57,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know", ,Robust Exec succession talent / leadership development,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-715,v1.0,BEF-001,BEF,Multi-choice,57,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",,Strong continuous learning & improvement culture,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-716,v1.0,BEF-001,BEF,Multi-choice,58,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",How confident are you that our Board exhibits the following capabilities?,Right balance of short/long term gains and risks,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-717,v1.0,BEF-001,BEF,Multi-choice,58,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",,Effective risk management of strategy & execution,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-718,v1.0,BEF-001,BEF,Multi-choice,58,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know", ,Balanced impact measurement,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-719,v1.0,BEF-001,BEF,Multi-choice,59,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",How confident are you that our Board exhibits the following capabilities?,Clear on accountabilities robust processes to support,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-720,v1.0,BEF-001,BEF,Multi-choice,59,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know", ,"Optimal board impact eg: agenda topics, decisions, actions",template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-721,v1.0,BEF-001,BEF,Multi-choice,59,RM-008,4,NULL,NULL,0,"1,2,3,4,5","No Confidence, Some Confidence, Quite Confident, Extremly Confident, Don\'t know",,"Board continuous learning, improvement and evaluation",template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-800,v1.0,RG-001,R&G,Multi-choice,62,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,We are confident that there are no risks of technology obselescence in the foreseeable future,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-801,v1.0,RG-001,R&G,Multi-choice,62,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,Patent protection for our technology / discoveries will last for the foreseeable future,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-802,v1.0,RG-001,R&G,Multi-choice,62,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,We are fully prepared to deal with risks associated with data or system breaches,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-803,v1.0,RG-001,R&G,Multi-choice,63,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,We are confident that there will not be any changes in regulation that may threaten our business model or our core products.,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-804,v1.0,RG-001,R&G,Multi-choice,63,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,Financial reporting and compliance standards are followed meticulously across all parts of the business,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-805,v1.0,RG-001,R&G,Multi-choice,63,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,Financial reporting and compliance standards are followed meticulously across all parts of the business,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-806,v1.0,RG-001,R&G,Multi-choice,63,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,We comply fully with data storage and usage regulations,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-807,v1.0,RG-001,R&G,Multi-choice,64,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,We are confident that we have the skills and competences required to deliver our strategy,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
