tool_id,questionnaire_id,page_id,dimension_id,no_of_questions,question_no,question_context,question_id,max_score,response_metric_id,reponse_options_label,remarks,created_by,creation_date,last_modified_by,last_modified_date,question_description,question_type,option_ids
RG-001,Navigator,PG-166,67,3,18,,Q-817,4,RM-001,"Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Processes exist to initiate fresh development work well ahead of impending patent expiry.,Multi-choice,"1,2,3,4,5"
RG-001,Navigator,PG-167,67,3,19,,Q-818,4,RM-001,"Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Crisis management protocols and clear responsibilities exist to deal with data or system breakdowns or breaches.,Multi-choice,"1,2,3,4,5"
RG-001,Navigator,PG-167,68,3,20,,Q-819,4,RM-001,"Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Expert assessments of the regulatory landscape are a regular part of the strategic planning process,Multi-choice,"1,2,3,4,5"
RG-001,Navigator,PG-167,68,3,21,,Q-820,4,RM-001,"Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,"Internal audit and compliance systems are in place, reporting directly to the CEO/Board.",Multi-choice,"1,2,3,4,5"
RG-001,Navigator,PG-168,68,3,22,,Q-821,4,RM-001,"Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Financial policy and practice training systems are well established.,Multi-choice,"1,2,3,4,5"
RG-001,Navigator,PG-168,68,3,23,,Q-822,4,RM-001,"Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Data compliance reports directly to the CIO/CEO with at least detailed annual reports to the Board,Multi-choice,"1,2,3,4,5"
RG-001,Navigator,PG-168,69,3,24,,Q-823,4,RM-001,"Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Strategic plans reviewed by the Board include an assessment of capabilities,Multi-choice,"1,2,3,4,5"
RG-001,Navigator,PG-169,69,3,25,,Q-824,4,RM-001,"Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,"Employee appraisal plans have been put in place, and are supported by effective training and development programmes",Multi-choice,"1,2,3,4,5"
RG-001,Navigator,PG-169,70,3,26,,Q-825,4,RM-001,"Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Strategic planning process regularly includes a review of potential threats of disintermediation.,Multi-choice,"1,2,3,4,5"
RG-001,Navigator,PG-169,70,3,27,,Q-826,4,RM-001,"Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Internal audit protocols to periodically check for malpractice are well rooted,Multi-choice,"1,2,3,4,5"
RG-001,Navigator,PG-170,70,3,28,,Q-827,4,RM-001,"Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,"When financial malpractice is found, exemplary disciplinary action is guaranteed by the systems in place.",Multi-choice,"1,2,3,4,5"
RG-001,Navigator,PG-170,70,3,29,,Q-828,4,RM-001,"Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,"Procurement audits include strategic analyses of single source supply, especially where it affects 15% or more of the revenue base. ",Multi-choice,"1,2,3,4,5"
RG-001,Navigator,PG-170,70,3,30,,Q-829,4,RM-001,"Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,"Especially for companies where Brand/Intangibles valuation is the major component of overall Company valuation, there are formal annual reviews of Brand Valuations, followed by corrective action, if required.",Multi-choice,"1,2,3,4,5"
RG-001,Navigator,PG-171,71,2,31,,Q-830,4,RM-001,"Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,"Processes that guarantee maintenance of quality and standards are in place, with specific accountabilities",Multi-choice,"1,2,3,4,5"
RG-001,Navigator,PG-171,71,2,32,,Q-831,4,RM-001,"Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Crisis management protocols and regular training are in place to deal with any unexpected crisis.,Multi-choice,"1,2,3,4,5"
SD-001,Navigator,PG-121,51,3,1,"Relative to others, where should our capabilities be positioned?",Q-600,4,RM-008,"Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Creates new products quicker than our competitors,Multi-choice,"1,2,3,4,5"
SD-001,Navigator,PG-121,51,3,2,,Q-601,4,RM-008,"Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Presents a diverse and relevant product portfolio,Multi-choice,"1,2,3,4,5"
SD-001,Navigator,PG-121,51,3,3,,Q-602,4,RM-008,"Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Delivers leading edge products,Multi-choice,"1,2,3,4,5"
SD-001,Navigator,PG-122,51,3,4,,Q-603,4,RM-008,"Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Innovates in product development,Multi-choice,"1,2,3,4,5"
SD-001,Navigator,PG-122,51,3,5,,Q-604,4,RM-008,"Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,"Bundles products, is solution oriented",Multi-choice,"1,2,3,4,5"
SD-001,Navigator,PG-122,52,3,6,"Relative to others, where should our capabilities be positioned?",Q-605,4,RM-008,"Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Delivers highly efficient  / low cost production,Multi-choice,"1,2,3,4,5"
SD-001,Navigator,PG-123,52,3,7,,Q-606,4,RM-008,"Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Ensures quality standards and excellence in it's chosen field,Multi-choice,"1,2,3,4,5"
SD-001,Navigator,PG-123,52,3,8,,Q-607,4,RM-008,"Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Builds repeatable high quality methodologies,Multi-choice,"1,2,3,4,5"
SD-001,Navigator,PG-123,52,3,9,,Q-608,4,RM-008,"Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Seeks to apply continuous improvement processes,Multi-choice,"1,2,3,4,5"
SD-001,Navigator,PG-124,52,3,10,,Q-609,4,RM-008,"Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Strives for operational excellence,Multi-choice,"1,2,3,4,5"
SD-001,Navigator,PG-124,53,3,11,"Relative to others, where should our capabilities be positioned?",Q-610,4,RM-008,"Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Builds long-term relationships with customers,Multi-choice,"1,2,3,4,5"
SD-001,Navigator,PG-124,53,3,12,,Q-611,4,RM-008,"Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Achieves great levels of customer feedback and satisfaction,Multi-choice,"1,2,3,4,5"
SD-001,Navigator,PG-125,53,3,13,,Q-612,4,RM-008,"Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Utilises multiple distribution channnels,Multi-choice,"1,2,3,4,5"
SD-001,Navigator,PG-125,53,3,14,,Q-613,4,RM-008,"Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Develops tailored products / solutions based on customer need,Multi-choice,"1,2,3,4,5"
SD-001,Navigator,PG-125,53,3,15,,Q-614,4,RM-008,"Doesn\'t matter, The same as others, Above average, The Best,  Don\'t know",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Creates effective alliances / partnerships with other organisations ,Multi-choice,"1,2,3,4,5"
SPP-001,Navigator,PG-041,17,3,1,Full fledged strategic plans are not needed every year : depends on the industry,Q-200,5,RM-005,"Low,Medium,High",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,"We get the  frequency of strategic plans right...not too often, not too few",Multi-choice,"1,2,3,4,5"
SPP-001,Navigator,PG-041,17,3,1,NULL,Q-200,5,RM-006,"Poor, Average, Very Well",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,"We get the  frequency of strategic plans right...not too often, not too few",Multi-choice,"1,2,3,4,5"
SPP-001,Navigator,PG-041,18,3,2,"To create a credible plan, involving the right levels and functions is essential",Q-201,5,RM-005,"Low,Medium,High",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,We involve the the right levels / functions across the organisation,Multi-choice,"1,2,3,4,5"
SPP-001,Navigator,PG-041,18,3,2,NULL,Q-201,5,RM-006,"Poor, Average, Very Well",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,We involve the the right levels / functions across the organisation,Multi-choice,"1,2,3,4,5"
SPP-001,Navigator,PG-041,19,3,3,The process is best kicked off with Top-Down Guidance about ambitions & priorities,Q-202,5,RM-005,"Low,Medium,High",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Top management kicks off the process with guidance about ambitions & goals,Multi-choice,"1,2,3,4,5"
SPP-001,Navigator,PG-041,19,3,3,NULL,Q-202,5,RM-006,"Poor, Average, Very Well",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Top management kicks off the process with guidance about ambitions & goals,Multi-choice,"1,2,3,4,5"
SPP-001,Navigator,PG-042,20,3,4,"Where the strategy involves a major change of direction, it is essential to look rigorously at both external and internal factors  ",Q-203,5,RM-005,"Low,Medium,High",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,We involve external experts where they are required,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-042,20,3,4,NULL,Q-203,5,RM-006,"Poor, Average, Very Well",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,We involve external experts where they are required,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-042,20,3,5,NULL,Q-204,5,RM-005,"Low,Medium,High",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,We carry out capability reviews as required,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-042,20,3,5,NULL,Q-204,5,RM-006,"Poor, Average, Very Well",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,We carry out capability reviews as required,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-042,20,3,6,NULL,Q-205,5,RM-005,"Low,Medium,High",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,We carry out technical reviews as required,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-042,20,3,6,NULL,Q-205,5,RM-006,"Poor, Average, Very Well",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,We carry out technical reviews as required,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-043,21,3,7,Strategic plans are more a way of thinking than a numbers based outcome. The process should flex assumptions and test if the plan can survive some assumptions  going wrong,Q-206,5,RM-005,"Low,Medium,High",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Shares / revenue assumptions being flexed to test +/-10% variance,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-043,21,3,7,NULL,Q-206,5,RM-006,"Poor, Average, Very Well",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Shares / revenue assumptions being flexed to test +/-10% variance,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-043,21,3,8,NULL,Q-207,5,RM-005,"Low,Medium,High",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Costs / margins assumptions being flexed to test +/- 10% variance,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-043,21,3,8,NULL,Q-207,5,RM-006,"Poor, Average, Very Well",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Costs / margins assumptions being flexed to test +/- 10% variance,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-043,21,3,9,NULL,Q-208,5,RM-005,"Low,Medium,High",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Base plan projections accompanied by a table of Upsides / Downsides to reflect uncertainties,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-043,21,3,9,NULL,Q-208,5,RM-006,"Poor, Average, Very Well",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Base plan projections accompanied by a table of Upsides / Downsides to reflect uncertainties,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-044,22,3,10,"When the strategy involves a major change in direction, the process must ensure that the organisation is prepared for the change.",Q-209,5,RM-005,"Low,Medium,High",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Structure reviews,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-044,22,3,10,NULL,Q-209,5,RM-006,"Poor, Average, Very Well",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Structure reviews,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-044,22,3,11,NULL,Q-210,5,RM-005,"Low,Medium,High",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Process reviews,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-044,22,3,11,NULL,Q-210,5,RM-006,"Poor, Average, Very Well",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Process reviews,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-044,22,3,12,NULL,Q-211,5,RM-005,"Low,Medium,High",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Skill/capability reviews,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-044,22,3,12,NULL,Q-211,5,RM-006,"Poor, Average, Very Well",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Skill/capability reviews,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-045,22,3,13,NULL,Q-212,5,RM-005,"Low,Medium,High",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Rewards reviews,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-045,22,3,13,NULL,Q-212,5,RM-006,"Poor, Average, Very Well",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Rewards reviews,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-045,23,2,14,"However clever the strategy, it cannot work unless it is translated into actions and outcomes that can be assigned and tracked",Q-213,5,RM-005,"Low,Medium,High",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Key actions & outcomes are reflected in annual plans,Multi-choice,"1,2,3"
SPP-001,Navigator,PG-045,23,2,14,NULL,Q-213,5,RM-006,"Poor, Average, Very Well",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,Key actions & outcomes are reflected in annual plans,Multi-choice,"1,2,3"
SST-001,GMC,PG-001,5,3,1,NULL,Q-001,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:33:25,NULL,2010-08-18 11:55:00,We are confident that our key external stakeholders are fully aligned with our goals and strategy,Multi-choice,"1,2,3,4,5"
SST-001,GMC,PG-001,5,3,2,NULL,Q-002,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:33:25,NULL,2010-08-18 11:55:00,"We have all of the external strengths (eg technology, brand, distribution, scale, access) we need to ensure we can  Maintain our pre-eminent position.",Multi-choice,"1,2,3,4,5"
SST-001,GMC,PG-001,5,3,3,NULL,Q-003,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:33:25,NULL,2010-08-18 11:55:00,"We have explicitly considered current or potential  non-traditional  alternatives, who can provide the same services.",Multi-choice,"1,2,3,4,5"
SST-001,GMC,PG-002,4,3,4,NULL,Q-004,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:33:25,NULL,2010-08-18 11:55:00,We have the critical capabilities that are essential to win with our strategy in ways that are unique to us.,Multi-choice,"1,2,3,4,5"
SST-001,GMC,PG-002,4,3,5,NULL,Q-005,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:33:25,NULL,2010-08-18 11:55:00,"Where required, we know how to acquire the capabilities required to win, and how to internalize them across the organization.",Multi-choice,"1,2,3,4,5"
SST-001,GMC,PG-002,4,3,6,NULL,Q-006,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:33:25,NULL,2010-08-18 11:55:00,We are confident that our strategy will be  sustainable within our funding constraints and accepted time frames.,Multi-choice,"1,2,3,4,5"
SST-001,GMC,PG-003,7,3,7,NULL,Q-007,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:33:25,NULL,2010-08-18 11:55:00,We have explicitly factored in competitive responses to our strategy,Multi-choice,"1,2,3,4,5"
SST-001,GMC,PG-003,7,3,8,NULL,Q-008,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:33:25,NULL,2010-08-18 11:55:00, New entrants with completely different technology or mandates will not be able sweep away investment based barriers to entry,Multi-choice,"1,2,3,4,5"
SST-001,GMC,PG-003,7,3,9,NULL,Q-009,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:33:25,NULL,2010-08-18 11:55:00,There are no potential changes in rules/regulations/costs visible that could upset our assumptions.  ,Multi-choice,"1,2,3,4,5"
SST-001,GMC,PG-004,6,3,10,NULL,Q-010,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:33:25,NULL,2010-08-18 11:55:00,We have considered the impact of revenues growing slower than the base plan.,Multi-choice,"1,2,3,4,5"
SST-001,GMC,PG-004,6,3,11,NULL,Q-011,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:33:25,NULL,2010-08-18 11:55:00,We have considered the impact of costs being higher than the base assumption and investments needing to be higher than projected.,Multi-choice,"1,2,3,4,5"
SST-001,GMC,PG-004,6,3,12,NULL,Q-012,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:33:25,NULL,2010-08-18 11:55:00, We can live with the consequences of at least a two of our basic assumptions going wrong (being +/-  10%).,Multi-choice,"1,2,3,4,5"
SST-001,GMC,PG-005,9,3,13,NULL,Q-013,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:33:25,NULL,2010-08-18 11:55:00,"We understand how our profile (eg capabilities, infrastructure, access, user base ) gives us unique strengths that are hard for a competitor or an alternative  to replicate. ",Multi-choice,"1,2,3,4,5"
SST-001,GMC,PG-005,9,3,14,NULL,Q-014,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:33:25,NULL,2010-08-18 11:55:00,"We know how to enhance these strengths so that there are serious, on-going  barriers to entry of new competitors",Multi-choice,"1,2,3,4,5"
SST-001,GMC,PG-005,9,3,15,NULL,Q-015,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:33:25,NULL,2010-08-18 11:55:00,"We are building on strengths that we already have, and not critically dependant on capabilities that we will have to acquire.",Multi-choice,"1,2,3,4,5"
SST-001,GMC,PG-006,8,3,16,NULL,Q-016,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:33:25,NULL,2010-08-18 11:55:00,The critical capabilities required for success are spread across the organization (or plans to achieve this have been clearly outlined).,Multi-choice,"1,2,3,4,5"
SST-001,GMC,PG-006,8,3,17,NULL,Q-017,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:33:25,NULL,2010-08-18 11:55:00,"We understand the ways in which our processes, structures, decision making mechanisms, reward systems need to change to enable the strategy to succeed.",Multi-choice,"1,2,3,4,5"
SST-001,GMC,PG-006,8,3,18,NULL,Q-018,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:33:25,NULL,2010-08-18 11:55:00,Our current culture will support our new strategy or new business model.,Multi-choice,"1,2,3,4,5"
SST-001,Navigator,PG-001,5,3,1,NULL,Q-001,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,We have clearly established that there is sufficient market headroom for our planned growth,Multi-choice,"1,2,3,4,5"
SST-001,Navigator,PG-001,5,3,2,NULL,Q-002,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,"We have all of the external competitive strengths (e.g. technology, brand, distribution, scale, access) we need to ensure we can win with our strategy",Multi-choice,"1,2,3,4,5"
SST-001,Navigator,PG-001,5,3,3,NULL,Q-003,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,We have explicitly considered current or potential  non-traditional competitors,Multi-choice,"1,2,3,4,5"
SST-001,Navigator,PG-002,4,3,4,NULL,Q-004,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,We have the critical capabilities that are essential to win with our strategy in ways that are unique to us.,Multi-choice,"1,2,3,4,5"
SST-001,Navigator,PG-002,4,3,5,NULL,Q-005,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,"Where required, we know how to acquire the capabilities required to win, and how to internalize them across the organization.",Multi-choice,"1,2,3,4,5"
SST-001,Navigator,PG-002,4,3,6,NULL,Q-006,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,We are confident that our strategy will be profitable within our accepted time frames.,Multi-choice,"1,2,3,4,5"
SST-001,Navigator,PG-003,7,3,7,NULL,Q-007,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,We have explicitly factored in competitive responses to our strategy,Multi-choice,"1,2,3,4,5"
SST-001,Navigator,PG-003,7,3,8,NULL,Q-008,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,New entrants with completely different technology will not be able sweep away investment based barriers to entry,Multi-choice,"1,2,3,4,5"
SST-001,Navigator,PG-003,7,3,9,NULL,Q-009,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,There are no potential changes in rules/regulations/costs visible that could upset our assumptions.,Multi-choice,"1,2,3,4,5"
SST-001,Navigator,PG-004,6,3,10,NULL,Q-010,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,We have considered the impact of market shares being lower than the base assumption and revenues growing slower than the base plan.,Multi-choice,"1,2,3,4,5"
SST-001,Navigator,PG-004,6,3,11,NULL,Q-011,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,We have considered the impact of costs being higher than the base assumption and investments needing to be higher than projected.,Multi-choice,"1,2,3,4,5"
SST-001,Navigator,PG-004,6,3,12,NULL,Q-012,4,RM-001,"Strongly Agree-RadioButton,Agree-RadioButton,Disagree-RadioButton,Strongly Disagree-RadioButton,Don\'t Know-Button",Remarks,NULL,2018-12-04 10:32:12,NULL,2010-08-18 11:55:00,We can live with the consequences of at least a two of our basic assumptions going wrong (being +/-  10%).,Multi-choice,"1,2,3,4,5"
